Name,Phone,Address,City,State,Zip,County,Age
Georgia Crisis and Access Line (BHL),404-420-3202,"Behavioral Health Link 75 Piedmont Avenue, Suite 910",Atlanta,GA,,Fulton,12 to 18
Georgia Dept. of Exceptional Children - Autism,404) 463-5281,1870 Twin Towers East 205 Jesse Hill Jr. Drive SE,Atlanta,GA,,Fulton,12 to 18
Gerard Prep School,(770) 277-4722,263 Jackson Street,Lawrenceville,GA,30043,Gwinnett,12 to 18
"Girl Scouts of Middle Georgia, Inc.",(888) 689-1912,330 Drayton Street,Savannah,GA,31401,Bibb,12 to 18
Glenn-Nova Christian Academy,(770) 837-1953,5241 Rock Springs Road,Lithonia,GA,30058,DeKalb,12 to 18
GN Integrated Pediatric Therapy,678-513-3851,7635 Rock Shadow Court,Gainesville,GA,30506,Hall,12 to 18
Goal Point Behavior Group - Columbus,(706) 221-9629,"1921 Whittlesey Rd Suite 400,",Columbus,GA,31904,Muscogee,12 to 18
Goal Point Behavior Group - Warner Robins,(478) 225-2179,644 Tallulah Trail,Warner Robins,GA,31088,Houston,12 to 18
Goal Soccer,(678) 641-8608,Georgia Tech Campus Recreation Center Stamps Turf Fields,,,,,12 to 18
Golden Steps ABA,(706) 818-6211,3348 Peachtree Road NE Suite 700,Atlanta,GA,30326,Fulton,12 to 18
Goodwill Industries Workforce Development Services,912-354-6611,7220 Sallie Mood Drive,Savannah,GA,,Chatham,12 to 18
Great Intervention Teachings,912-572-1048,387 Fox Hollow Circle,Hinesville,GA,31313,Liberty,12 to 18
Great Prospects,(770) 314-4243,1425 Market Boulevard Suite 530-135,Roswell,GA,30076,Fulton,12 to 18
"Griffin Area Resource Center, Inc.",770/228-9919 x 22,P.O. Box 835 931 Hamilton Boulevard,Griffin,GA,30224,Spalding,12 to 18
HALO Group of Middle Georga,(478) 822-0162,900 Ball Street,Perry,Georgia,31069,Houston,12 to 18
"Hand, Hoof and Heart",(404) 971-8262,1580 Murdock Road,Marrietta,GA,30062,Cobb,12 to 18
Heart Song LLC,(678) 936-4269,605 West Avenue,Gainesville,GA,30501,Hall,12 to 18
Highland Rivers Center (Kaleidoscope),(706) 295-6425,6 Mathis Drive NW,Rome,GA,30165-7238,Floyd,12 to 18
Holistic Therapy and Consulting,(706) 813-4265,2340 Prince Avenue,Athens,GA,30606,Clarke,12 to 18
Hopebridge Autism Therapy Center - Athens,(706) 449-0273,"1272 Virgil Langford Rd Suite 101,",Watkinsville,GA,30677,Oconee,12 to 18
Hopebridge Autism Therapy Center - Brookhaven,(470) 241-1353,3105 Clairmont Road,Atlanta,Ga,30329,Fulton,12 to 18
"House of Artists Foundation, Inc.",(404) 793-4431,2451 Cumberland Parkway SE. #3405,Atlanta,GA,30339,Fulton,12 to 18
iCan Shine Bike Camp - Dougherty,(229) 344-1714,PO Box 70722,Albany,GA,31708,Dougherty,12 to 18
InCommunity Atlanta,(470) 357-6671 X1048,"3301 Buckeye Road, Suite 700",Atlanta,GA,30341,DeKalb,12 to 18
"Inneractions Therapy Services, LLC - Cobb",770-726-9624,"1640 Powers Ferry Road Building 2, Suite 150",Marietta,GA,30067,Cobb,12 to 18
Innovative Health Foundation,800-992-8977,"5050 Research Court, Suite 800",Suwanee,GA,30024,Gwinnett,12 to 18
Institute for Behavioral Medicine,(770) 319-8013,696 Concord Road SE,Smyna,GA,30082,Cobb,12 to 18
Int'l Rett Syndrome Association,1-800-818-7388,4600 Devitt Drive,Cincinnati,OH,45246,,12 to 18
Invo Behavior and Therapy Services,(800) 356-4049,2550 Trade Center Drive,Evans,Georgia,30809,Columbia,12 to 18
Ivy Street School,(617) 620-7779,200 Ivy Street,Brookline,MA,2446,,12 to 18
Jacob's Ladder Neurodevelopmental Learning Center,770/998-1017,407 Hardscrabble Road,Roswell,GA,30075,Fulton,12 to 18
Kadiant - Forsyth,(866) 523-4268,"7360 McGinnis Ferry Rd, Suite 100,",John’s Creek,GA,30024,Forsyth,12 to 18
Kadiant - Fulton,(866) 523-4268,"1215 Hightower Trail, Suite B120,",Atlanta,GA,30350,Fulton,12 to 18
Kadiant - Gwinnett,(866) 750-5554,"2810 Premiere Parkway, Suite 500",Duluth,GA,30097,Gwinnett,12 to 18
Kathryn M. York Adapted Aquatics Center,(706) 922-9664,Wilson Family Y 3570 Wheeler Road,Augusta,GA,30909,Richmond,12 to 18
Kiddo's Clubhouse,678-527-3224,11539 Park Woods Circle Suite 502,Alpharetta,GA,30005,Fulton,12 to 18
Kids Enabled Magazine,404-401-9400,5579-B Chamblee Dunwoody Road,Atlanta,GA,,DeKalb,12 to 18
Kimbridge Music Therapy Services,404-934-0115,4485 Tench Rd Suite 1211,Suwanee,GA,30024,Gwinnett,12 to 18
Koru Kids Connections,(201) 639-4968,78 Dawsonville Way N Suite 140-38,Dawsonville,GA,30534,Dawson,12 to 18
L. Battlo,404-944-1501,7995 Woods Lane,Jonesboro,GA,,Clayton,12 to 18
Laurel Heights Intensive Residential Center,(404) 909-4112,"Laurel Heights Hospital 934 Briarcliff Rd., NE",Atlanta,GA,30306,DeKalb,12 to 18
"Law Offices of Dennise L. Grayson, LLC",(706) 310-1242,1 Third Street North,Watkinsville,GA,30677,Oconee,12 to 18
Law Offices of Kathleen M. Flynn,404-479-4431,315 West Ponce de Leon Avenue Suite 940,Decatur,GA,30030,DeKalb,12 to 18
LEAPS Therapy Clinic,(678) 965-0653,703 Atlanta Highway,Cumming,Georgia,30040,Forsyth,12 to 18
Learn-2-Learn Educational Therapy,(678) 491-4513,"2900 Chamblee-Tucker Road Building 12, Suite 200",Atlanta,GA,30341,DeKalb,12 to 18
Learning Rx Center - Atlanta-Buckhead,(404) 458-8419,5252 Roswell Road Heritage Park Suite 100,Atlanta,GA,30342,Fulton,12 to 18
LearningRX Center - Alpharetta-Johns Creek,(404) 334-7913,"10220 Medlock Bridge Rd, Ste 101",Johns Creek,GA,30022,Fulton,12 to 18
Lighthouse Counseling,770-251-5873,121 Jackson Steet,Newnan,GA,30263,Coweta,12 to 18
Lighthouse behavioral consulting,(762) 359-0003,,,,,Muscogee,12 to 18
Lightway Psychological Services,(404) 491-1684,2801 Buford Highway NE Suite 503,Atlanta,GA,30329,DeKalb,12 to 18
LM Speech,(678) 358-7237,2547 Ridgewood Terrace NW,Atlanta,GA,30318,Fulton,12 to 18
MAAP Services For Autism/Aspergers/PDD/NOS,(219) 789-9874,P.O. Box 524,Crown Point,IN,46308,,12 to 18
Macys Autism Pals,(916) 289-3720,100 Harbor Pointe Circle,Brunswick,GA,31523,Glynn,12 to 18
Marcus Autism Center,(404) 785-9400,1920 Briarcliff Road,Atlanta,GA,30329,DeKalb,12 to 18
Marne Day,(470) 387-9291,"Well Being, LLC 6740 Jamestown Drive",Alpharetta,GA,30005,Fulton,12 to 18
Maximum Potential Kids,(404) 483-5066,11389 Stockbridge Highway Suite 229,Alpharetta,GA,30022,Fulton,12 to 18
May Institute - Savannah,(912) 349-4843,"4 Mall Ct., Suite A",Savannah,GA,31406,Chatham,12 to 18
MDE School,(770) 971-4633,1517 Johnson Ferry Road,Marietta,GA,30062,Cobb,12 to 18
Milestones Therapy,(229) 402-7188,117 3rd Street E,Tifton,GA,31794,Tift,12 to 18
Milton Speech Pathology,(678) 824-2145,"11285 Elkins Rd, Suite G2",Roswell,GA,30076,Fulton,12 to 18
My Goal Resources,(877) 886-9462,P.O. Box 531,Monmouth Junction,NJ,8852,,12 to 18
National Autism Association,877-622-2884,"One Park Avenue, Suite 1",Portsmouth,RI,2871,,12 to 18
New Heights Academy,(770) 912-3875,6225 Atlanta Highway Suite 110,Alpharetta,GA,30004,Forsyth,12 to 18
Newnan Family Chiropractic,(770) 683-9105,197 Jefferson Pkwy,Newnan,GA,30263,Coweta,12 to 18
Next Behavioral Solutions,(706) 905-5525,"6003 Veterans Parkway, Suite 219",Columbus,GA,31909,,12 to 18
North Fulton Autism Support Group,(678) 315-2498,,Johns Creek,Ga,,Fulton,12 to 18
"North Georgia Autism Center, Inc.",(765) 414-6227,301 Hickory Ridge Trail Suites 130 & 140,Woodstock,GA,30188,Cherokee,12 to 18
North Macon Family Healthcare Associates,(478) 471-0089,540 Charter Boulevard Suite 100,Macon,GA,31210,Bibb,12 to 18
Northstar Psychological Services,(770) 667-3877,120 Vann Street Suite 100,Marietta,GA,30060,Cobb,12 to 18
Organization for Autism Research (OAR),(703) 243-9710 X 229,"2000 North 14th Street, Suite 300",Arlington,VA,22201,,12 to 18
Owl Ridge Equestrian Center,(770) 715-9685,345 Bluebird Acres Road,Woodstock,GA,30188,Cherokee,12 to 18
PAC (Parents of Autistic Children) of Northwest Georgia,(706) 528-2908,"1 Rosalyn Court, SW",Rome,GA,30165,Floyd,12 to 18
Pankaj Gaur,(928) 273-3565,"1170 Azalea Circle, SE",Conyers,GA,30013,Rockdale,12 to 18
Paradise Grove Adult Care Center Inc,(770) 882-8401,10854 Paladin Drive,Hampton,GA,30228,Clayton,12 to 18
Parent of Autistic Children of NW Georgia (PAC),(706) 528-2908,Etowah Senior Center 1325 Kingston Highway NE,Rome,GA,30165,Floyd,12 to 18
Parenting ADHD & Autism,,PO Box 1376,Skyland,NC,28776,,12 to 18
Pathways Autism Center,(678) 691-2206,50 Plaza Way NW Suite A,Marietta,Georgia,30060,Cobb,12 to 18
Pathways Autism Center - McDonough Center,(678) 691-2206,382 Racetrack Road,McDonough,Georgia,30252,Henry,12 to 18
Pathways Autism Center - Sandy Springs Center,(678) 691-2206,6849 Peachtree Dunwoody Rd Building A-1,Atlanta,Georgia,30328,Fulton,12 to 18
Peaceful Pieces Sensory Center,,P.O. Box 452,Ringgold,GA,30736,Catoosa,12 to 18
Peachtree Pediatric Psychology,(404) 796-7777,"750 Hammond Drive, Building 10, Suite 100",Atlanta,GA,30328,DeKalb,12 to 18
"Pediatric Speech Therapy of Forsyth, LLC",(770) 410-7719,"4080 McGinnis Ferry Road Building 300, Suite 302",Alpharetta,GA,30005,Forsyth,12 to 18
Pieces to the Puzzle,(470) 262-1002,Gracepointe Church 7915 Dallas-Acworth Hwy.,Dallas,GA,30157,Paulding,12 to 18
Positive Behavior Support Corporation,(855) 832-6727 Ext. 1890,7108 S Kanner Highway,Stuart,FL,34997,,12 to 18
Positive Behavior Supports Corporation,(855) 832-6727 ext:1414,260 Peachtree Street NW,Atlanta,Georgia,30303,Fulton,12 to 18
Positively Autism,Contact by email only,,,,,,12 to 18
Psych Atlanta - Alpharetta/Roswell,(770) 667-1264,11755 Pointe Place Suite A-1,Roswell,GA,30076,Fulton,12 to 18
"Psychological Soutions of North Atlanta, LLC",(404) 202-1309,6290 Abbotts Bridge Rd. Suite 502,Johns Creek,GA,30097,Fulton,12 to 18
Putnam Jasper Support Services,(706) 484-2845,149 Sara Lee Drive,Eatonton,GA,31024,Putnam,12 to 18
Rainbow Steps ABA,(470) 485-2220,"3100 Five Forks Trickum Rd SW STE 203,",Lilburn,GA,30047,Gwinnett,12 to 18
Reaching Milestones - Augusta,(706) 863-9699,"624 Ponder Pl Dr,",Evans,Georgia,30809,Richmond,12 to 18
Reaching Milestones - Newnan,,"225 Millard Farmer Industrial Blvd building B,",Newnan,GA,30263,Coweta,12 to 18
Reaching Milestones - Richmond Hills,(912) 756-0656,"3766 US-17 Suite 301, 135 Cedar Street",Richmond Hill,GA,31324,Bryan,12 to 18
Readable Clinic,(678) 697-6049,4851 Lula Street,Lilburn,GA,30047,Gwinnett,12 to 18
Reclif,(678) 691-5426,"3200 Pointe Parkway, Suite 200",Peachtree Corners,GA,30092,Gwinnett,12 to 18
Recovery Warriorz,(678) 754-2694,1700 Northside Dr Suite A7 #1288 Atlanta Ga 30318,Atlanta,Georgia,30318,Fulton,12 to 18
Resource Education Solutions,(404) 256-5500,776 Windsor Parkway Sandy Springs Georgia 30342,Sandy Springs,GA,30342,Fulton,12 to 18
Rising Height Counseling - Griffin,(678) 224-7404,126 W Solomon Street Suite 4,Griffin,GA,30223,Spalding,12 to 18
River Edge Family Support/Autism Funding,(478) 803-7657,175 Emery Highway,Macon,GA,,Bibb,12 to 18
Rockdale County Autism Support Group,(404) 358-6253,PO Box 381,Conyers,GA,30012,Rockdale,12 to 18
Rockldale County Autism Support Group,404-358-6253,PO Box 381,Conyers,GA,30012,Rockdale,12 to 18
Roswell GA - SNAPS – Special Needs and Parent Support,,St. Peter Chanel Catholic Church 1330 Woodstock Road,Roswell,GA,30075,Fulton,12 to 18
S.K.I.P. (Spectrum Kommunity Inclusion Project),770-617-8775,c/o Spectrum PO Box 3132,Suwanee,GA,30024,Gwinnett,12 to 18
"Saddle-Up Therapeutic Riding Center, Inc.",(912) 288-6324,6844 Tanglewood Drive,Blackshear,GA,31516,Pierce,12 to 18
"Shrub Oak International School, LLC.",(914) 885-0110,3151 Stoney Street,Shrub Oak,NY,10547,,12 to 18
Sky Zone Trampoline Park - Suwanee,(678) 745-9900,560 Old Peachtree Rd NW #300,Suwanee,GA,30024,Gwinnett,12 to 18
Social Skills Today,678-926-3297,3935 Carriage Gate Dr.,Duluth,GA,30096,Gwinnett,12 to 18
"Southern Behavioral Group, Inc.",(888) 759-7706,2470 Windy Hill Road Suite 300,Marietta,GA,30067,Cobb,12 to 18
"Southern Psychological and Behavioral Services, LLC",(229) 474-9800,2236 Bemiss Road,Valdosta,GA,31602,Lowndes,12 to 18
Spark (Simons Foundation Powering Autism Research),,PO Box 1806,New York,NY,10159,,12 to 18
"Special Citizens Futures Unlimited, Inc.",(212) 643-2663,1775 Grand Concourse 8th Floor,Bronx,NY,10118,,12 to 18
Special Kicks,(912) 690-5425,"Empower Kids International 977 Northside Drive East,",Statesboro,GA,30458,Bulloch,12 to 18
Special Needs Siblings,(470) 343-4463,,,,,Gwinnett,12 to 18
Spectrum Autism Support Group,(770) 617-8775,P.O. Box 3132,Suwanee,GA,30024,Gwinnett,12 to 18
Spectrum Behavioral Associates,770-974-2945,"4492 Acworth Industrial Dr NW #100,",Acworth,GA,30101,Cobb,12 to 18
Spectrum Children Activity Center,(706) 427-2943,"79C Main Street, NW",Lilburn,GA,30047,Gwinnett,12 to 18
Spectrum Grandparents Support Group,770-617-8775,P.O. Box 3132,Suwanee,GA,30024,Gwinnett,12 to 18
"Spectrum Life Services, LLC",(678) 775-8977,P.O. Box 2411,"Duluth,",GA,30096,Gwinnett,12 to 18
Spectrum Pediatric Group,(770) 966-0778,3150 Cobb Parkway Suite 130,Kennesaw,GA,30152,Cobb,12 to 18
Spirit of Autism,404-939-6211,3924 Barr Circle,Tucker,GA,30084,DeKalb,12 to 18
"Spirit of Autism, LLC",(404) 939-6211,3924 Barr Circle,Tucker,GA,30084,DeKalb,12 to 18
Sprout Therapy,(844) 793-0173,756 W Peachtree St NW,Atlanta,GA,30308,Fulton,12 to 18
Summit Trail Therapeutic Services,(706) 383-9989,40 Highland Cir,Blue Ridge,GA,30513,Fannin,12 to 18
Talisman Summer Camp Programs,(855) 588-8254,Talisman Programs 64 Gap Creek Road,Zirconia,NC,28790,,12 to 18
Talk About Curing Autism (TACA),949-640-4401,"TACA National Office 2222 Martin St., Suite 140",Irvine,CA,,,12 to 18
Talk About Curing Autism (TACA-Georgia Chapter),678-513-1200,"The Hyperbaric Therapy Center 104 Colony Park Drive, Ste 500",Cumming,GA,,Forsyth,12 to 18
Taylor's Time,678-390-2611,4514 Chamblee Dunwoody Road Suite 417,Atlanta,GA,30338,DeKalb,12 to 18
Team Autism Spectrum Clinic,423-622-0500,"Medical Towers 1000 E. 3rd Street, Suite 100",Chattanooga,TN,,,12 to 18
Teresa Conner,(229) 319-8910,,,GA,,Tift,12 to 18
The Art of Living,(770) 733-1274,4892 North Royal Atlanta Drive,Tucker,GA,30084,DeKalb,12 to 18
The Autism Foundation of Georgia,(404) 712-2384,1551 Shoup Court,Decatur,GA,30033,DeKalb,12 to 18
The Autism Learning Center,(706) 221-8966,6100 Veterans Pkwy Suite 11,Columbus,GA,31909,Muscogee,12 to 18
The Autistic Self Advocacy Network,,P.O. Box 66122,Washington,DC,,,12 to 18
The Growing Place,(404) 862-6525,2700 Northeast Expressway NE Suite A110,Atlanta,GA,30345,Fulton,12 to 18
The Handle Institute,(206) 909-6028,P.O. Box 493735,Redding,CA,96049,,12 to 18
The Hirsch Academy,404-378-9706,705 South Candler Street,Decatur,GA,30030,DeKalb,12 to 18
The Howard Center for Social Cognition and Communication,(912) 385-2927,1316 West Orange Street,Jesup,GA,31545,Wayne,12 to 18
The Howard Center for Social Cognition and Communication,(912) 385-2927,1316 West Orange Street,Jesup,GA,31545,Wayne,12 to 18
The Kiss Foundation,678-698-3986,3165 Henderson Walk,Atlanta,GA,30340,DeKalb,12 to 18
The Lighthouse School,(770) 632-7100,116 Peachtree Court,Peachtree City,GA,30629,Fayette,12 to 18
The Mosaic Project,770-314-1111,664 Crescent Ridge Trail,Mabelton,GA,,Cobb,12 to 18
The New Normal Society,404-861-0337,,,GA,,Fulton,12 to 18
"The Orchard Human Services, Inc.",(770) 686-0894,Serving the greater Metro Atlanta area,Atlanta,GA,,,12 to 18
The Piedmont School of Atlanta,(404) 382-8200,4484 Peachtree Road NE,Atlanta,GA,30319,DeKalb,12 to 18
"The Struggle WithIN, Inc",(470) 203-0921,P.O.Box 51463,ALBANY,GA,31705,Dougherty,12 to 18
Therapy & Learning Center of GA Camp,(678) 824-2145,11285 Elkins Road Suite G2,Roswell,GA,30076,Fulton,12 to 18
Therapyland - Alpharetta,(678) 648-7644,6505 Shiloh Road Suite 100,Alpharetta,GA,30005,Fulton,12 to 18
Threshold Community Program,404-308-8548,308 Clairemont Avenue,Decatur,GA,30030,DeKalb,12 to 18
Toombs ARC,(912) 526-6145,PO Box 27,Lyons,GA,30436,Toombs,12 to 18
Touch the Future,(864) 367-0831,"100 Construction Way, Unit 1",Anderson,SC,29625,,12 to 18
TrainingRx,770-324-3630,21 Guest House Ct. SE,Rome,GA,30161,Floyd,12 to 18
"Triad Psych, P.C. - Marietta",470-338-3488,316 Alexander Street Suite 6,Marietta,GA,30060,Cobb,12 to 18
Trusty Behavioral Services,(470) 219-8271,5130 Peachtree Blvd.,Chamblee,GA,30341,DeKalb,12 to 18
United Cerebral Palsy After School Program,(770) 822-3444,882 Hi Hope Lane,Lawrenceville,GA,30043,Gwinnett,12 to 18
University of Georgia Clinic for Autism Spectrum,(706) 542-7512,University Of Georgia 110 Carlton Street 302 Aderhold Hall,Athen,GA,30602,Clarke,12 to 18
Valdosta Pediatric Therapy Services,229-253-8500,200 W Moore St,Valdosta,GA,31602,Lowndes,12 to 18
Vanessa Gordon,(352) 284-0525,PO Box 1948,Stone Mountain,GA,30086-1948,DeKalb,12 to 18
Vibrant Kids Pediatrics,(678) 423-5560,"10 Market Square Way, Suite 100",Newnan,GA,30265,Coweta,12 to 18
View Point Health - Gwinnett,(678) 209-2411,175 Gwinnett Drive,Lawrenceville,GA,30046,,12 to 18
Viewpoint Health,(678) 209-2411,"175 Gwinnett Drive, Suite. 260",Lawrenceville,GA,30046,Gwinnett,12 to 18
Waves Autism Center,(478) 733-2597,"1000 Corporate Pointe,Suite 101",Warner Robins,Ga,31088,Houston,12 to 18
"Wilkinson Service Center, Inc.",(478) 628-2777,113 Solomon St.,Gordon,GA,31031,Wilkinson,12 to 18
Wilturn Personal Care Home (Lawrenceville),770-935-1511,2775 Cruse Road Suite 501,Lawrenceville,GA,,Gwinnett,12 to 18
Winter Social Skills Therapy,229-439-9951,1509 West 3rd Avenue,Albany,GA,31707,Dougherty,12 to 18
Word Rehab Inc.,(678) 850-0571,424 W Taylor Street,Griffin,GA,30224,Spalding,12 to 18
Working The Puzzle,(678) 395-6736,"12460 Crabapple Rd., Suite 202-149",Alpharetta,GA,30004,Fulton,12 to 18
WRAP Autism Center,(888) 920-9727,"1851 Peeler Road, Suite B",Dunwoody,GA,30338,DeKalb,12 to 18
"Wynsum Arts, LLC",425-985-3052,"5529-B Chamblee Dunwoody Road, Suite 122",Atlanta,GA,,DeKalb,12 to 18
Your IEP Source,(404) 530-9872,2801 Buford Highway NE Suite 503,Atlanta,GA,30329,DeKalb,12 to 18
A-Skate Foundation,(205) 862-6822,2328 2nd Avenue North,Birmingham,AL,35203,,19 to 21
ABC Pediatric Therapy Services,404-556-5554,2655 Dallas Highway Suite 320,Marietta,GA,30064,Cobb,19 to 21
Advantage Intellectual & Development Disabilities Services - Elbert,(706) 213-2151,Quality Community Services 50 Chestnut Street,Elberton,GA,30635,Elbert,19 to 21
Aerie Summer Camp,404-285-0467,969 Golden Avenue,Dahlonega,GA,30533,Lumpkin,19 to 21
Albany Advocacy Resource Center (ARC),229-888-6852,3005 Old Dawson Road,Albany,GA,31721,Dougherty,19 to 21
All Kids First USA,(770) 558-6055,4720 Peachtree Industrial Blvd Suite 301 & 305,Berkeley Lake,GA,30071,Gwinnett,19 to 21
Alternative Baseball,(770) 313-1762,854 Lindsey Lake Road,Dallas,GA,,Paulding,19 to 21
Ameri-Kan Karate,770-388-9858,WorldClass American Karate 1680 Dogwood Drive Suite,Conyers,GA,30013,Rockdale,19 to 21
Amy Jefferson - Behavior Specialist,(770) 424-0207,"2903 Auburn Ct SW Marietta, GA 30064",Marietta,GA,30064,Cobb,19 to 21
"Annandale at Suwanee, Inc. (Annandale Village)",770-945-8381,3500 Annandale Lane,Suwanee,GA,30024,Gwinnett,19 to 21
Asperger's Organization,(404) 323-0945,417 Arrowhatchee Drive,Winder,GA,30680,Barrow,19 to 21
Assistance Dogs for Autism,,145 Foxfield Drive,Harmony,NC,28634,,19 to 21
"Assured Relief Home Care, LLC.",(678) 272-7202,"820 Pavilion Ct, Suite D",McDonough,GA,30253,Henry,19 to 21
Atlanta Hyperbaric Center,(770) 948-4511,654 Windy Hill Rd. SE,Smyrna,GA,30080,Cobb,19 to 21
Augusta Autism and Disability Support Group,,"Wesley United Methodist Church, 825 N Belair Road",Evans,GA,30809,Columbia,19 to 21
"Autism and Developmental Center, Navicent Health",478-633-8100,"Autism and Developmental Center, Navicent Health 1014 Forsyth Street Macon, GA 31201",Macon,GA,31201,Bibb,19 to 21
Autism Graduate Certificate at Kennesaw State University,(470) 578-3297,1000 Chastain Road,Kennesaw,GA,30144,Cobb,19 to 21
Autism Hope Center,706-604-6333,PO Box 6028,Columbus,GA,31917,Muscogee,19 to 21
Autism Improvised,(770) 573-0320,PO Box 862097,Marietta,GA,30062,Cobb,19 to 21
Autism in Bartow,,,Cartersville,GA,,Bartow,19 to 21
Autism Learning Partners - Cumming,(818) 241-6780,160 Clairemont Avenue Suite 625,Decatur,GA,30030,DeKalb,19 to 21
Autism Parent Support Group,(229) 344-1501,Albany ARC Training Center 1319 West Broad Avenue,Albany,GA,31708,Dougherty,19 to 21
Autism Research Institute,619-281-7165,4182 Adams Avenue,San Diego,CA,92116,,19 to 21
Autism Resource Center,,528 Chaucer Way,Stockbridge,GA,30281,Henry,19 to 21
Autism Society Georgia,(770) 852-0266,"8343 Roswell Rd., Suite 339",Atlanta,GA,30350,Fulton,19 to 21
Autism Society of America,(800) 328-8476,4340 East-West Highway Suite 350,Bethesda,MD,20814,,19 to 21
Autism Society of America Scholarship,301/657-0881,2012 Autism Society Awards 4340 East West HighwaySuite 350,Bethesda,MD,,,19 to 21
Autism Speaks,212-252-8584,1 East 33rd Street 4th floor,New York,NY,10016,,19 to 21
Autism Speaks - Georgia Regional Office,770-451-0570,900 Circle 75 Parkway Suite 445,Atlanta,GA,3039,Cobb,19 to 21
Autism Spectrum Support Group Teens/ Young Adults,(770) 728-1888,"8230 Hazel Brand Road, STE",Covington,GA,30014,Newton,19 to 21
Autistic Self Advocacy Atlanta,(404) 444-0731,Autistic Self Advocacy Network PO Box 66122,Washington,DC,20035,,19 to 21
Autumn's Gift,(678) 558-6753,9500 Medlock Bridge Road,Johns Creek,GA,30097,Fulton,19 to 21
Avita Autism Services,(678) 513-5725,4331 Thurmon Tanner Parkway,Flowery Branch,GA,30542,Hall,19 to 21
Avita Community Partners (Forsyth),678-341-3840,125 North Corners Parkway,Cumming,GA,30040,Forsyth,19 to 21
Avita Community Partners (Habersham),706-894-3750,196 Stoggins Drive,Demorest,GA,30528,Habersham,19 to 21
Avita Community Partners (Lumpkin - DDS ),678-513-5799,67 Ethan Allen Drive,Dahlonega,GA,30533,Lumpkin,19 to 21
Avita Community Partners (Stephens),(706) 282-4542,1763 Fernside Drive,Toccoa,GA,30577,Stephens,19 to 21
Avita Community Partners (Towns),706-745-5911,76 Martin Street Suite A,Blairsville,GA,30582,Towns,19 to 21
Avita Community Partners (Union),706-745-5911,76 Hunt Martin Street Suite A,Blairsville,GA,30512,Union,19 to 21
Avita Community Partners - Administrative Office,678-513-5700,4331 Thurmond Tanner Parkway,Flowery Branch,GA,30542,Hall,19 to 21
Bacon County Service Center,912/632-5905,Unison 1835 West 12th Street,Alma,GA,31510,Bacon,19 to 21
Bainbridge Advocacy Individual Network (BAIN),(229) 246-0150,316 West Shotwell Street,Bainbridge,GA,39819,Decatur,19 to 21
Balance Atlanta Family Chiropractic,(404) 261-4848,60 Pharr Road Lower Level 101,Atlanta,GA,,Fulton,19 to 21
BCG Learning Center,770-565-9979,1855 Piedmont Road Suite 100,Marietta,GA,30066,Cobb,19 to 21
"Beads of Success, Inc.",(404) 494-0092,P.O. Box 311211,Atlanta,GA,31131,Fulton,19 to 21
"Beckhom Behavioral Consulting, LLC",(229) 439-9951,1509 West 3rd Avenue,Albany,GA,31707,Dougherty,19 to 21
Behavioral Institute of Atlanta,(404) 256-9325 ext. 725,6000 Lake Forrest Drive Suite 103,Atlanta,GA,30328,Fulton,19 to 21
Bennett's Place,(404) 909-9475,"2920 Horizon Park Dr Suite A ,",Suwanee,GA,30024,Gwinnett,19 to 21
Best Buddies - Emory,,,,GA,,DeKalb,19 to 21
Beyond Words Center,404/633-0250 X 701,"1762 Century Boulevard, NE Suite B",Atlanta,GA,30345,DeKalb,19 to 21
Beyond Words Center - Roswell,404/633-0250,1762B Century Blvd,Atlanta,GA,30345,Fulton,19 to 21
Blessing Assurance Community and Training Center,(678) 469-3977,1050 Hwy. 54 East,Fayetteville,GA,30214,Fayette,19 to 21
BLP2 Family Network,(678) 353-8599,14 Pine Tree Circle,Decatur,GA,30032,DeKalb,19 to 21
"Blue Skies ABA, Inc",(706) 946-0466,"2800 Scenic Dr., Ste 12",Blue Ridge,Georgia,30513,Fannin,19 to 21
Bobby Dodd Institute,(678) 365-0071,2120 Marietta Blvd NW,Atlanta,GA,30318,Fulton,19 to 21
Brain Gym,770-313-3622,,Alpharetta,GA,,Fulton,19 to 21
Brain Gym,706-580-2681,,Colymbus,GA,,Muscogee,19 to 21
Brain Gym,706-742-2009,,Winterville,GA,,Clarke,19 to 21
Brain Gym,478-474-9536,,Macon,GA,,Bibb,19 to 21
Brainjogging Camp Academia,706-884-4492,1507 Vernon Road,LaGrange,GA,30240,Troup,19 to 21
Brecht Stables & Dustin's Place,(678) 644-5243,6737 Concord Road,Cumming,GA,30028,Forsyth,19 to 21
"BT Solutions, LLC",678 671-9594,4744- A North Royal Atlanta Drive,Tucker,GA,30084,DeKalb,19 to 21
Butterfly Effects,(888) 880-9270,300 Colonial Center Parkway Suite 100 N,Roswell,GA,30076,Fulton,19 to 21
Butts County Developmental Disabilties Service Ctr,770/358-8377,Post Office Box 636 415 Ernest Biles Drive,Jackson,GA,30233,Butts,19 to 21
Calhoun Autism Network,(770) 608-2822,"Echota Baptist Church, 35 College Circle",Calhoun,GA,,Gordon,19 to 21
Calvin Center Recreational and Therapeutic Riding,770-946-4276 x222,13550 Woolsey Road,Hampton,GA,,Henry,19 to 21
Camp Caglewood,678-405-9000,P.O. Box 158,Flowery Branch,GA,30542,Gwinnett,19 to 21
